COD_CARD	PRODUCT
0460501091370	pasta
0460501092094	frozen vegetables
0460501092094	pasta
0460501092353	water
0460501092353	beer
0460501092629	biscuits
0460501092629	biscuits
0460501093510	water
0460501093510	brioches
0460501093510	brioches
0460501093510	tomato souce
0460501094234	coffee
0460501094388	water
0460501094388	coke
0460501094388	biscuits
0460501094388	pasta
0460501094388	pasta
0460501095828	yoghurt
0460501095828	biscuits
0460501095828	milk
0460501095828	coffee
0460501095828	mozzarella
0460501095828	pasta
0460501096092	tunny
0460501096092	coffee
0460501097655	pasta
0460501097655	pasta
0460501097655	biscuits
0460501098829	coke
0460501099192	rice
0460501099192	milk
0460501099192	biscuits
0460501099253	pasta
0460501099253	tomato souce
0460501099697	milk
0460501099758	milk
0460501099758	pasta
0460501099758	pasta
0460501099758	pasta
0460501099826	coke
0460501099826	brioches
0460501099826	frozen vegetables
0460501099826	pasta
0460501099826	milk
0460501099826	brioches
0460501099826	tunny
0460501099826	coffee
0460501099826	crackers
0460501099826	pasta
0460501099864	milk
0460501099864	milk
0460501099864	milk
0460501099864	water
0460508007091	coke
0460508007091	biscuits
0460508007091	juices
0460508007091	milk
0460508007091	coffee
0460508007091	yoghurt
0460508007091	biscuits
0460508007091	biscuits
0460526003679	yoghurt
0460526003679	yoghurt
0460526003679	coke
0460526003679	pasta
0460526003679	biscuits
0460526003679	pasta
0460526008827	biscuits
0460538002882	milk
0460538002882	pasta
0460538002882	pasta
0460202005294	tunny
0460202005294	milk
0460202008158	rice
0460202008158	pasta
0460202008400	yoghurt
0460202008400	milk
0460202008400	tunny
0460202011394	tomato souce
0460202011394	coffee
0460202011394	tomato souce
0460202011394	biscuits
0460202018874	water
0460202018874	coke
0460202018874	rice
0460202018874	pasta
0460202018874	water
0460202023137	milk
0460202023137	milk
0460202028200	milk
0460202028200	biscuits
0460202038438	brioches
0460202043586	milk
0460202043586	coffee
0460202043586	pasta
0460202043586	pasta
0460202043586	pasta
0460202043586	pasta
0460501000204	coke
0460501000204	coffee
0460501000204	pasta
0460501000204	tomato souce
0460501000204	water
0460501000204	mozzarella
0460501000204	pasta
0460501000204	biscuits
0460501000310	tomato souce
0460501000310	frozen vegetables
0460501000365	water
0460501000365	tomato souce
0460501000440	milk
0460501000563	pasta
0460501000563	rice
0460501000563	pasta
0460501000563	brioches
0460501000686	crackers
0460501000686	milk
0460501000686	brioches
0460501000686	biscuits
0460501000686	water
0460501000969	water
0460501000990	frozen vegetables
0460501000990	beer
0460501000990	oil
0460501001744	milk
0460501001744	tomato souce
0460501001744	rice
0460501001980	milk
0460501001980	milk
0460501001980	coffee
0460501001980	tomato souce
0460501001980	juices
0460501001980	pasta
0460501001980	pasta
0460501002079	yoghurt
0460501002079	milk
0460501002079	frozen vegetables
0460501002079	pasta
0460501002178	coke
0460501002178	beer
0460501002178	oil
0460501002178	biscuits
0460501002192	water
0460501002192	milk
0460501002192	milk
0460501002192	pasta
0460501002192	coffee
0460501002253	pasta
0460501002253	milk
0460501002253	coffee
0460501002253	coffee
0460501002253	water
0460501002468	coke
0460501002468	biscuits
0460501002611	yoghurt
0460501002611	yoghurt
0460501002727	coke
0460501002727	pasta
0460501002727	pasta
0460501002727	water
0460501002864	water
0460501002864	milk
0460501002864	milk
0460501002864	biscuits
0460501003038	biscuits
0460501003588	coke
0460501003588	rice
0460501003588	pasta
0460501004011	water
0460501004011	coke
0460501004011	milk
0460501004011	coffee
0460501004011	water
0460501004011	pasta
0460501004080	milk
0460501004080	tunny
0460501004080	brioches
0460501004165	milk
0460501004240	water
0460501004240	pasta
0460501004240	pasta
0460501004271	mozzarella
0460501004356	coffee
0460501004486	water
0460501004639	pasta
0460501004639	milk
0460501004721	water
0460501004721	coke
0460501004721	milk
0460501004721	rice
0460501004721	mozzarella
0460501004721	milk
0460501004721	pasta
0460501004721	pasta
0460501005063	frozen vegetables
0460501005063	frozen fish
0460501005063	oil
0460501005063	pasta
0460501005063	pasta
0460501005131	tomato souce
0460501005131	tomato souce
0460501005148	tunny
0460501005216	juices
0460501005216	water
0460501005315	frozen vegetables
0460501005315	coke
0460501005476	frozen vegetables
0460501005780	milk
0460501005780	rice
0460501005780	pasta
0460501005780	pasta
0460501005797	frozen vegetables
0460501005797	coffee
0460501005797	milk
0460501005810	water
0460501005810	coke
0460501006138	coke
0460501006138	coke
0460501006138	coffee
0460501006138	milk
0460501006138	coffee
0460501006138	biscuits
0460501006138	brioches
0460501006152	milk
0460501006152	juices
0460501006152	pasta
0460501006152	pasta
0460501006152	pasta
0460501006152	pasta
0460501006152	pasta
0460501006190	milk
0460501006190	rice
0460501006190	pasta
0460501006190	pasta
0460501006190	pasta
0460501006190	pasta
0460501006190	rice
0460501006190	water
0460501006244	pasta
0460501006336	tunny
0460501006336	coffee
0460501006336	pasta
0460501006336	pasta
0460501006336	pasta
0460501006336	pasta
0460501006664	milk
0460501006664	juices
0460501006664	beer
0460501006787	pasta
0460501006787	pasta
0460501006787	pasta
0460501006879	milk
0460501006879	tomato souce
0460501007012	brioches
0460501007203	water
0460501007203	pasta
0460501007203	pasta
0460501007579	frozen vegetables
0460501007579	pasta
0460501007579	tunny
0460501007760	water
0460501007760	milk
0460501007760	water
0460501007784	milk
0460501007784	biscuits
0460501008033	yoghurt
0460501008033	yoghurt
0460501008415	frozen vegetables
0460501008552	water
0460501008552	coke
0460501008552	pasta
0460501008552	pasta
0460501008552	water
0460501008552	beer
0460501008613	water
0460501008613	milk
0460501008613	coffee
0460501008613	pasta
0460501008613	pasta
0460501008613	pasta
0460501008613	pasta
0460501009122	milk
0460501009122	pasta
0460501009122	oil
0460501009122	milk
0460501009238	milk
0460501009238	milk
0460501009238	coffee
0460501009238	biscuits
0460501009238	biscuits
0460501009368	water
0460501009405	milk
0460501009405	milk
0460501009689	coke
0460501009689	milk
0460501009689	water
0460501009689	beer
0460501009689	oil
0460501010524	juices
0460501010555	water
0460501010555	milk
0460501010555	milk
0460501010555	coffee
0460501010555	beer
0460501010555	pasta
0460501010609	biscuits
0460501010609	juices
0460501010609	juices
0460501010609	pasta
0460501010609	pasta
0460501010609	rice
0460501010623	pasta
0460501010739	milk
0460501010739	biscuits
0460501010777	water
0460501010777	water
0460501010876	milk
0460501010876	tomato souce
0460501010876	water
0460501010906	water
0460501010906	milk
0460501010906	biscuits
0460501010906	biscuits
0460501011279	coke
0460501011279	coke
0460501011279	biscuits
0460501011279	pasta
0460501011279	pasta
0460501011279	brioches
0460501011293	water
0460501011293	pasta
0460501011293	pasta
0460501011293	pasta
0460501011293	pasta
0460501011347	milk
0460501011637	coke
0460501011637	milk
0460501011682	biscuits
0460501011682	brioches
0460501011682	frozen vegetables
0460501012528	water
0460501012528	milk
0460501012528	pasta
0460501012528	pasta
0460501012528	pasta
0460501012528	brioches
0460501012528	pasta
0460501012528	pasta
0460501012528	tomato souce
0460501012566	milk
0460501012566	pasta
0460501012566	pasta
0460501012566	brioches
0460501013228	milk
0460501013228	pasta
0460501013662	pasta
0460501013662	pasta
0460501013815	tunny
0460501013815	coke
0460501013815	milk
0460501013815	coffee
0460501013815	yoghurt
0460501013815	tomato souce
0460501013815	brioches
0460501013815	pasta
0460501013815	pasta
0460501013860	pasta
0460501013860	tomato souce
0460501013945	pasta
0460501014058	tunny
0460501014058	pasta
0460501014058	milk
0460501014058	water
0460501014058	oil
0460501014195	coffee
0460501014195	pasta
0460501014232	yoghurt
0460501014232	coke
0460501014232	pasta
0460501014348	tomato souce
0460501014348	milk
0460501014348	coffee
0460501014348	pasta
0460501014522	water
0460501014522	frozen vegetables
0460501014522	coffee
0460501014522	water
0460501014522	pasta
0460501014669	milk
0460501014775	pasta
0460501014775	pasta
0460501014775	pasta
0460501014775	pasta
0460501014850	milk
0460501014973	oil
0460501014973	water
0460501014973	pasta
0460501015147	coffee
0460501015536	coffee
0460501015536	frozen vegetables
0460501015536	tunny
0460501015536	pasta
0460501015536	pasta
0460501015536	pasta
0460501015536	water
0460501015536	water
0460501015536	pasta
0460501015536	pasta
0460501015895	milk
0460501015895	coffee
0460501015895	water
0460501015895	tunny
0460501016168	biscuits
0460501016168	milk
0460501016434	coke
0460501016434	rice
0460501016434	pasta
0460501016434	pasta
0460501016434	tomato souce
0460501016434	rice
0460501016472	milk
0460501016472	tomato souce
0460501016557	milk
0460501016557	pasta
0460501016557	pasta
0460501016588	milk
0460501016588	milk
0460501016588	pasta
0460501016724	milk
0460501016724	coffee
0460501016724	rice
0460501016724	pasta
0460501016960	coffee
0460501016960	pasta
0460501016960	pasta
0460501016960	pasta
0460501016960	tomato souce
0460501017189	pasta
0460501017189	pasta
0460501017257	biscuits
0460501017257	rice
0460501017257	pasta
0460501017257	beer
0460501017264	milk
0460501017264	milk
0460501017264	water
0460501017295	yoghurt
0460501017295	milk
0460501017295	milk
0460501017295	coffee
0460501017295	pasta
0460501017318	brioches
0460501017318	rice
0460501017318	milk
0460501017318	milk
0460501017318	pasta
0460501017332	water
0460501017332	milk
0460501017332	milk
0460501017332	biscuits
0460501017547	brioches
0460501017547	frozen vegetables
0460501017547	pasta
0460501017547	mozzarella
0460501017653	coke
0460501017653	pasta
0460501017653	tomato souce
0460501017653	pasta
0460501017653	biscuits
0460501017653	brioches
0460501017745	milk
0460501017745	pasta
0460501017745	pasta
0460501017745	pasta
0460501018025	coffee
0460501018056	brioches
0460501018056	biscuits
0460501018056	brioches
0460501018056	brioches
0460501018209	water
0460501018209	coffee
0460501018216	yoghurt
0460501018216	milk
0460501018254	milk
0460501018254	milk
0460501018254	juices
0460501018308	milk
0460501018353	rice
0460501018353	pasta
0460501018360	milk
0460501018360	water
0460501018780	milk
0460501018841	water
0460501018841	milk
0460501018841	biscuits
0460501018902	milk
0460501018902	milk
0460501018902	milk
0460501018902	beer
0460501019244	coke
0460501019244	coffee
0460501019244	juices
0460501019411	rice
0460501019947	milk
0460501019947	water
0460501019947	water
0460501019947	water
0460501019954	pasta
0460501019954	pasta
0460501019954	beer
0460501020349	biscuits
0460501020349	milk
0460501020349	juices
0460501020349	juices
0460501020394	coffee
0460501020424	pasta
0460501020424	pasta
0460501021018	biscuits
0460501021018	milk
0460501021018	milk
0460501021018	milk
0460501021018	coffee
0460501021087	pasta
0460501021087	pasta
0460501021230	water
0460501021230	crackers
0460501021230	milk
0460501021230	water
0460501021230	pasta
0460501021254	water
0460501021254	rice
0460501021254	milk
0460501021858	milk
0460501021858	coffee
0460501021858	pasta
0460501022107	juices
0460501022107	juices
0460501022107	water
0460501022107	biscuits
0460501022107	frozen vegetables
0460501022107	water
0460501022107	tomato souce
0460501022107	brioches
0460501022107	milk
0460501022107	frozen vegetables
0460501022107	pasta
0460501022107	juices
0460501022107	pasta
0460501022299	pasta
0460501022343	pasta
0460501022770	coke
0460501022770	milk
0460501022770	tomato souce
0460501022770	oil
0460501023081	water
0460501023081	pasta
0460501023081	pasta
0460501023081	pasta
0460501023081	pasta
0460501023081	milk
0460501023081	biscuits
0460501023128	frozen vegetables
0460501023128	rice
0460501023128	milk
0460501023203	yoghurt
0460501023203	pasta
0460501023203	pasta
0460501023203	pasta
0460501023890	brioches
0460501024293	tinned meat
0460501024293	tunny
0460501024996	juices
0460501024996	milk
0460501024996	pasta
0460501024996	pasta
0460501025108	yoghurt
0460501025108	milk
0460501025108	yoghurt
0460501025108	brioches
0460501025108	yoghurt
0460501025108	water
0460501025108	water
0460501025801	coffee
0460501025955	tomato souce
0460501026525	beer
0460501026525	pasta
0460501026525	brioches
0460501026716	pasta
0460501027300	pasta
0460501027447	water
0460501027720	milk
0460501027720	juices
0460501028239	water
0460501028239	yoghurt
0460501028239	milk
0460501028239	pasta
0460501028239	pasta
0460501028451	water
0460501028451	milk
0460501028581	pasta
0460501028581	biscuits
0460501028581	rice
0460501028581	biscuits
0460501028581	pasta
0460501028581	coke
0460501028581	pasta
0460501028581	milk
0460501028741	frozen vegetables
0460501028741	pasta
0460501028741	brioches
0460501028765	rice
0460501028765	biscuits
0460501028864	coke
0460501028864	milk
0460501028864	frozen vegetables
0460501028864	tunny
0460501028864	pasta
0460501028864	pasta
0460501028864	pasta
0460501028864	brioches
0460501028864	brioches
0460501029182	milk
0460501030331	milk
0460501030331	biscuits
0460501030614	water
0460501031208	biscuits
0460501031703	coke
0460501031703	biscuits
0460501032021	pasta
0460501032496	milk
0460501032496	frozen vegetables
0460501032632	tomato souce
0460501032632	juices
0460501032632	coke
0460501032632	pasta
0460501032632	rice
0460501032632	juices
0460501032632	juices
0460501032632	biscuits
0460501032632	biscuits
0460501032632	coffee
0460501032632	brioches
0460501032632	brioches
0460501032670	coke
0460501032670	tomato souce
0460501032700	pasta
0460501032700	milk
0460501033363	water
0460501033363	tomato souce
0460501033363	milk
0460501033363	water
0460501033363	pasta
0460501034872	milk
0460501035022	milk
0460501035022	yoghurt
0460501035619	tomato souce
0460501035619	pasta
0460501035619	pasta
0460501035688	water
0460501036210	biscuits
0460501036210	milk
0460501037293	rice
0460501037293	pasta
0460501037392	milk
0460501037392	pasta
0460501038023	tomato souce
0460501038207	milk
0460501038207	pasta
0460501038207	beer
0460501038429	juices
0460501038429	juices
0460501038429	biscuits
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	yoghurt
0460501039112	water
0460501039150	frozen vegetables
0460501039150	coke
0460501039150	milk
0460501039150	rice
0460501039150	brioches
0460501039150	beer
0460501039150	pasta
0460501039150	pasta
0460501039150	pasta
0460501040293	yoghurt
0460501040293	yoghurt
0460501040293	biscuits
0460501041566	biscuits
0460501041566	pasta
0460501041566	pasta
0460501042211	biscuits
0460501043010	water
0460501043010	milk
0460501043010	milk
0460501043010	frozen vegetables
0460501043010	pasta
0460501043782	tomato souce
0460501043782	yoghurt
0460501043782	yoghurt
0460501043782	coke
0460501043782	milk
0460501043782	beer
0460501044529	coffee
0460501044802	milk
0460501045199	milk
0460501045755	milk
0460501045939	brioches
0460501045939	yoghurt
0460501046097	coffee
0460501046219	milk
0460501047308	mozzarella
0460501047650	milk
0460501047650	pasta
0460501047650	pasta
0460501047865	yoghurt
0460501047865	tunny
0460501047865	rice
0460501047940	biscuits
0460501049210	water
0460501049210	brioches
